symbol,C1,C2,C3,T1,T2,T3
MCHR2,0,0,0,0,0,0
MCHR2-AS1,0,0,0,0,0,0
MCIDAS,31,11,30,20,35,27
MCL1,3334,4197,5025,3229,4164,11131
MCM10,16,10,16,4,2,0
MCM2,273,175,224,119,90,124
MCM3,1200,903,1102,901,822,1011
MCM3AP,3665,2913,3440,3101,2980,3171
MCM3AP-AS1,97,28,37,27,30,46
MCM4,508,373,420,282,253,256
MCM5,258,239,231,260,200,320
MCM6,572,443,517,191,206,249
MCM7,1347,1337,1324,1302,1267,1243
MCM8,107,87,106,77,72,66
MCM8-AS1,0,0,0,0,0,3
MCM9,304,252,302,176,163,184
MCMBP,1550,1393,1493,1202,1276,1350
MCMDC2,20,14,23,6,14,8
MCOLN1,475,442,445,440,404,491
MCOLN2,4,2,6,0,0,0
MCOLN3,0,2,6,2,2,0
MCPH1,164,130,142,163,150,153
MCPH1-AS1,3,0,2,4,5,3
MCPH1-DT,54,42,53,38,42,61
MCRIP1,255,221,250,160,150,196
MCRIP2,1041,885,828,682,659,798
MCRS1,2705,2094,2437,1918,1785,2096
MCTP1,5,0,2,2,5,9
MCTP2,838,740,810,663,616,655
MCTS1,511,500,518,438,466,463
MCTS2,42,25,49,18,14,12
MCU,6983,6599,7597,7201,6482,7525
MCUB,336,311,355,340,323,378
MCUR1,429,422,409,241,215,290
MDC1,49,36,50,39,37,40
MDC1-AS1,0,0,0,0,1,0
MDFI,1697,1198,1431,1542,1496,1669
MDFIC,539,426,568,375,539,564
MDFIC2,0,0,0,0,0,0
MDGA1,52,29,30,46,49,57
MDGA2,0,0,0,0,0,0
MDH1,3456,3121,3208,2686,2818,2971
MDH1B,7,0,2,0,2,0
MDH2,13339,11907,13022,9761,9278,10720
MDK,6324,5862,6115,6972,6407,7424
MDM1,120,91,145,75,64,71
MDM2,2076,1849,2124,2369,2280,2341
MDM4,671,619,644,332,615,483
MDN1,416,380,434,332,343,359
MDN1-AS1,2,5,5,2,6,2
MDP1,30,26,34,30,32,30
MDS2,0,0,2,4,0,6
ME1,3057,2596,3233,788,770,937
ME2,1851,1662,1991,1373,1348,1323
ME3,824,633,703,497,503,498
MEA1,1937,1869,1949,1880,1667,1982
MEAF6,891,779,893,693,598,690
MEAK7,1771,1472,1559,1576,1504,1649
MEAT6,0,0,0,0,0,0
MECOM,4070,3487,4248,3486,3283,3850
MECOM-AS1,0,2,0,0,2,0
MECP2,1579,1852,1826,1416,1275,1871
MECR,693,691,782,513,563,593
MED1,999,1152,480,996,892,1250
MED10,588,540,615,558,532,586
MED11,624,590,681,550,543,608
MED12,2066,1653,1801,2427,2193,2409
MED12L,0,8,0,0,0,0
MED13,1673,1584,1645,1881,1456,1448
MED13L,2866,2420,2744,2942,2817,2263
MED14,2090,1830,2206,2723,2246,2434
MED14OS,0,3,0,5,4,0
MED15,6953,5674,6587,6947,5959,6924
MED15P9,0,0,0,0,0,0
MED16,1627,1310,1349,1560,1464,1574
MED17,931,786,857,662,687,740
MED18,538,446,496,494,444,508
MED19,542,399,551,468,378,501
MED20,514,391,499,367,380,424
MED21,537,599,640,623,681,686
MED22,440,304,346,346,340,384
MED23,977,973,978,1039,1139,1197
MED24,2803,2110,2441,2075,1909,1848
MED25,2563,1824,2297,3230,2964,3499
MED26,450,361,405,430,483,445
MED27,529,423,417,305,285,291
MED28,1457,1240,1362,1580,1538,1693
MED28-DT,2,2,4,8,10,14
MED29,983,1425,1705,1624,1412,1750
MED30,221,227,231,259,197,245
MED31,180,152,234,173,213,214
MED4,1179,1014,1197,775,957,1056
MED4-AS1,2,2,0,2,0,0
MED6,518,498,590,534,591,561
MED7,193,212,226,212,255,221
MED8,1404,1290,1411,1146,1248,1206
MED8-AS1,10,7,7,8,10,5
MED9,488,369,461,418,409,394
MEDAG,0,0,0,0,2,0
MEF2A,1253,1140,1175,1966,1751,1950
MEF2B,61,37,52,30,26,0
MEF2C,154,191,217,122,120,126
MEF2C-AS1,0,0,1,1,0,0
MEF2C-AS2,0,0,0,0,0,0
MEF2D,1404,1110,1276,1463,1392,1536
MEFV,0,0,0,0,0,0
MEG3,232,179,188,189,207,283
MEG8,0,2,3,0,0,0
MEG9,0,0,0,0,2,7
MEGF10,0,3,6,4,3,5
MEGF11,4,5,4,2,1,2
MEGF6,3783,2813,3180,3476,3678,3881
MEGF8,1767,964,1432,1391,1335,989
MEGF9,793,676,866,607,678,624
MEI1,7,11,7,18,19,12
MEI4,0,0,2,4,2,2
MEIG1,6,0,0,7,0,0
MEIKIN,0,0,0,0,0,0
MEIOB,0,0,0,0,0,0
MEIOC,10,8,6,10,13,10
MEIOSIN,0,0,0,0,2,0
MEIS1,639,547,662,815,775,911
MEIS1-AS2,5,11,8,10,6,10
MEIS1-AS3,0,0,2,8,7,4
MEIS2,762,647,822,768,716,792
MEIS3,12,12,14,11,24,17
MEIS3P1,751,607,676,661,570,672
MELK,282,219,263,181,155,194
MELTF,1474,1105,1127,1033,1002,1138
MELTF-AS1,84,52,43,38,40,38
MEMO1,639,566,640,379,382,478
MEN1,1592,1310,1480,793,1006,1142
MEOX1,0,0,0,0,0,0
MEOX2,0,0,0,0,0,0
MEP1A,2,2,0,0,0,0
MEP1B,3,6,4,0,0,0
MEPCE,1390,1144,1398,1263,1128,1276
MEPE,0,0,0,0,0,0
MERTK,557,460,579,390,315,425
MESD,2394,2236,2466,2158,2177,2231
MESP1,17,14,20,20,6,11
MESP2,7,6,6,0,0,0
MEST,618,495,465,207,243,272
MESTIT1,0,2,10,5,0,0
MET,10831,9954,11235,9683,9489,10170
METAP1,2311,2064,2305,2168,2047,2211
METAP1D,35,30,36,8,17,20
METAP2,1761,1490,1731,1651,1606,1815
METRN,1055,961,940,562,603,671
METRNL,1460,1611,1400,1210,1651,1384
METTL1,129,121,137,50,66,76
METTL13,1424,1243,1266,1005,1100,1235
METTL14,580,526,630,550,545,568
METTL14-DT,0,3,2,3,2,5
METTL15,583,508,614,562,607,614
METTL16,496,485,537,428,404,441
METTL17,1349,966,1193,792,828,878
METTL18,105,134,99,86,107,104
METTL21A,168,155,158,109,95,117
METTL21C,0,0,0,0,0,0
METTL21EP,2,0,6,11,2,3
METTL22,621,520,584,485,508,504
METTL23,640,523,583,533,607,639
METTL24,0,2,0,0,0,0
METTL25,102,75,91,58,73,103
METTL25B,161,134,127,98,126,125
METTL26,1466,1199,1363,1355,1474,1681
METTL27,27,21,26,54,57,68
METTL2A,637,619,609,496,499,548
METTL2B,811,782,840,605,612,625
METTL3,1006,818,926,698,623,852
METTL4,407,316,380,290,285,337
METTL5,778,780,882,703,647,725
METTL6,254,277,279,229,302,242
METTL8,110,79,95,59,56,53
METTL9,917,847,973,1100,988,1190
MEX3A,46,27,38,37,40,71
MEX3B,12,10,8,0,2,2
MEX3C,1237,1084,1242,1252,1112,1250
MEX3D,714,486,633,655,540,734
MFAP1,1308,1220,1509,1687,1795,1891
MFAP2,4,0,1,6,0,1
MFAP3,648,621,674,532,524,570
MFAP3L,2,2,4,0,4,0
MFAP4,2,3,2,0,2,4
MFAP5,0,0,0,0,0,0
MFF,1501,1347,1661,1571,1319,1499
MFF-DT,9,14,8,2,5,11
MFFP2,2,0,2,0,0,0
MFFP3,0,0,0,0,0,0
MFGE8,1686,1000,1438,1080,914,1459
MFHAS1,550,500,572,541,455,520
MFN1,1169,973,1116,1002,915,1026
MFN2,3456,2714,2883,2524,2512,2802
MFNG,121,92,126,67,100,112
MFRP,0,9,0,0,10,1
MFSD1,926,1005,1037,824,848,880
MFSD10,3896,3106,3490,3519,3580,3771
MFSD11,725,806,989,873,868,937
MFSD12,1256,999,1033,651,662,806
MFSD13A,359,233,382,246,295,300
MFSD13B,0,0,0,0,0,1
MFSD14A,1449,1290,1422,1265,1287,1247
MFSD14B,2163,1930,2362,2011,1978,2178
MFSD14CP,83,67,60,66,74,86
MFSD2A,166,107,147,47,29,52
MFSD2B,2,0,0,0,0,0
MFSD3,691,595,630,426,431,521
MFSD4A,55,41,45,403,306,344
MFSD4A-AS1,0,0,0,0,4,4
MFSD4B,427,476,438,304,306,309
MFSD4B-DT,0,2,0,0,0,0
MFSD5,1186,1017,1075,816,897,943
MFSD6,2532,2230,2642,2920,2724,2933
MFSD6L,352,298,331,217,236,288
MFSD8,342,356,338,306,339,289
MFSD9,1793,1390,1484,1185,1136,1440
MGA,643,571,649,527,492,490
MGAM,92,62,72,62,58,77
MGAM2,370,248,314,416,374,392
MGARP,4,4,6,2,2,0
MGAT1,3697,3232,3443,3011,2686,3221
MGAT2,1444,1239,1384,1064,1170,1241
MGAT3,1651,3358,1375,3399,3342,1345
MGAT3-AS1,7,2,5,8,7,6
MGAT4A,1244,980,1208,1135,1196,1248
MGAT4B,5884,4962,5428,5668,5304,6179
MGAT4C,0,0,0,0,0,0
MGAT4D,0,0,0,0,0,0
MGAT4EP,0,2,2,2,2,0
MGAT4FP,2,0,3,0,3,2
MGAT5,4915,1243,1402,933,2641,1337
MGAT5B,4,0,0,0,0,0
MGC12916,2,4,0,2,4,4
MGC15885,0,0,0,0,0,0
MGC16025,0,2,0,0,0,0
MGC16275,2,4,4,2,2,0
MGC27382,0,0,0,0,0,2
MGC2889,0,0,0,0,0,0
MGC32805,0,0,0,0,0,0
MGC34796,0,0,0,2,0,0
MGC4859,0,3,3,3,0,0
MGC70870,1,0,0,1,1,1
MGLL,19636,16642,18552,15051,14410,16100
MGME1,398,362,388,490,391,471
MGMT,1087,1043,1079,1144,1183,1331
MGP,4,0,0,0,2,2
MGRN1,3030,2493,2770,2823,2865,3083
MGST1,4853,4399,4795,2873,2756,3304
MGST2,1742,1569,1726,1969,1981,2423
MGST3,4979,4342,5197,3524,3505,4067
MHENCR,42,45,35,24,50,30
MHRT,0,0,0,0,0,0
MIA,11,0,2,22,20,42
MIA-RAB4B,0,3,22,0,42,0
MIA2,2795,2558,3257,2849,2755,3025
MIA2-AS1,24,11,13,6,9,12
MIA3,4214,3845,4589,3202,3075,3342
MIAT,9,11,8,5,23,11
MIATNB,78,54,78,65,46,65
MIB1,1453,1375,1364,1355,1456,1336
MIB2,2214,1828,2026,2137,2045,2320
MICA,294,250,255,266,286,261
MICA-AS1,17,14,17,29,29,27
MICAL1,1210,882,964,685,657,758
MICAL2,2306,1786,2124,1908,1797,2068
MICAL3,1196,846,1066,745,672,805
MICALL1,1559,1314,1602,1622,1559,1958
MICALL2,5445,4235,4546,3735,3808,4202
MICALL2-DT,4,0,1,6,7,0
MICB,21,15,20,22,22,36
MICB-DT,2,2,3,3,5,5
MICOS10,1596,1361,1524,936,1002,1098
MICOS10-DT,0,0,0,0,0,0
MICOS10-NBL1,162,298,266,165,109,181
MICOS10P1,0,0,4,2,2,2
MICOS13,776,626,549,443,483,606
MICU1,5101,4321,4754,5554,5002,5682
MICU2,839,603,819,542,497,599
MICU3,0,0,0,0,0,0
MID1,696,611,628,679,617,687
MID1IP1,8525,6868,7616,3980,3617,4131
MID1IP1-AS1,17,17,26,19,15,9
MID2,341,329,305,258,216,270
MIDEAS,754,1192,1506,644,1185,1368
MIDEAS-AS1,27,25,33,52,21,46
MIDN,7681,6050,6967,5716,5115,5960
MIEF1,1373,1045,1141,931,1045,927
MIEF2,466,230,163,138,268,260
MIEN1,2280,2248,2307,1938,2083,2367
MIER1,617,598,731,745,770,784
MIER2,799,732,732,855,840,1005
MIER3,515,427,498,460,462,487
MIF,9283,7782,8278,6966,7058,7790
MIF-AS1,733,556,676,498,496,554
MIF4GD,962,899,878,515,567,684
MIF4GD-DT,24,23,25,34,15,12
MIGA1,441,486,523,491,456,503
MIGA2,1398,1071,1226,948,973,1152
MIIP,475,400,410,247,268,288
MILIP,78,52,78,77,70,49
MILR1,518,400,404,276,258,255
MIMT1,0,0,0,0,0,0
MINAR1,99,91,83,96,77,54
MINAR2,0,0,0,0,0,0
MINCR,91,79,71,59,62,61
MINDY1,1644,1390,1505,1392,1505,1518
MINDY2,719,645,758,821,921,735
MINDY2-DT,4,6,2,3,4,16
MINDY3,600,605,614,609,628,643
MINDY4,100,79,102,0,65,91
MINDY4B,0,0,0,0,0,0
MINK1,12328,10199,11359,11396,10703,11670
MINPP1,1119,1078,1182,960,945,996
MIOS,639,617,600,370,424,443
MIOS-DT,9,17,6,4,0,7
MIOX,23,13,13,2,9,23
MIP,2,0,0,0,0,2
MIPEP,433,350,335,204,218,225
MIPEPP3,6,6,0,2,0,10
MIPOL1,165,138,228,156,148,136
MIR1-1,0,0,0,0,0,0
MIR1-1HG,0,0,0,0,0,0
MIR1-2,0,0,0,0,0,0
MIR100,0,0,0,0,0,0
MIR100HG,0,0,0,0,0,0
MIR101-1,0,0,0,0,0,0
MIR101-2,0,0,0,0,0,0
MIR10226,3,2,2,2,1,0
MIR10392,3,3,3,3,3,3
MIR10393,3,3,3,3,3,3
MIR10394,3,3,3,3,3,3
MIR10396A,0,0,0,0,0,0
MIR10396B,0,0,0,0,0,0
MIR10397,8,9,3,3,3,3
MIR10398,0,0,0,0,0,0
MIR10399,3,3,3,3,3,3
MIR103A1,0,0,0,0,0,0
MIR103A2,3,3,3,0,3,4
MIR103B1,0,0,0,0,0,0
MIR103B2,0,0,0,0,0,0
MIR10400,3,3,3,3,3,3
MIR105-1,0,0,0,0,0,0
MIR105-2,0,0,0,0,0,0
MIR10522,0,0,0,0,0,0
MIR10523,0,3,3,3,5,3
MIR10524,0,0,0,0,0,0
MIR10525,4,2,1,3,2,2
MIR10526,0,0,0,0,0,0
MIR10527,28,26,31,24,28,29
MIR106A,0,0,0,0,0,0
MIR106AHG,0,0,0,0,0,0
MIR106B,3,2,4,4,3,4
MIR107,0,0,0,0,0,0
MIR10A,0,0,0,0,0,0
MIR10B,0,0,0,0,0,0
MIR11181,0,0,0,0,0,0
MIR11399,0,0,0,0,0,0
MIR11400,0,0,0,0,0,0
MIR11401,0,0,0,0,0,0
MIR1178,1,1,1,1,1,1
MIR1179,0,0,0,0,0,0
MIR1180,2,0,0,0,3,3
MIR1181,2,2,2,2,2,2
MIR1182,2,2,2,2,2,2
MIR1183,0,0,0,0,0,0
MIR1184-1,0,0,0,0,0,0
MIR1184-2,0,0,0,0,0,0
MIR1184-3,0,0,0,0,0,0
MIR1185-1,0,0,0,0,0,0
MIR1185-2,0,0,0,0,0,0
MIR1193,0,0,0,0,0,0
MIR1197,0,0,0,0,0,0
MIR1199,3,3,3,3,3,3
MIR1200,0,0,0,0,0,0
MIR1202,0,0,0,0,0,0
MIR1203,0,0,0,0,0,0
MIR1204,2,2,2,2,2,2
MIR1205,0,0,0,0,0,0
MIR1206,0,0,0,0,2,0
MIR1207,0,0,0,0,0,0
MIR1208,0,0,0,0,0,0
MIR12113,0,0,0,0,0,0
MIR12114,4,3,3,2,0,2
MIR12115,0,0,0,0,0,0
MIR12116,0,0,0,0,0,0
MIR12117,0,0,0,0,0,0
MIR12118,0,0,0,0,0,0
MIR12119,2,2,2,2,2,2
MIR12120,0,0,0,0,0,0
MIR12121,1,0,1,1,1,0
MIR12122,2,2,0,2,0,0
MIR12123,0,0,0,0,0,0
MIR12124,0,0,0,0,0,0
MIR12125,0,0,0,0,0,0
MIR12126,0,0,0,0,0,0
MIR12127,2,2,2,2,2,2
MIR12128,0,0,0,0,0,0
MIR12129,0,0,0,0,0,0
MIR12130,0,0,0,0,0,0
MIR12131,0,0,0,0,0,0
MIR12132,0,0,0,0,0,0
MIR12133,0,0,0,0,0,0
MIR12135,0,0,0,0,0,0
MIR12136,349,325,324,314,430,412
MIR122,0,0,0,0,0,0
MIR1224,2,3,2,0,0,0
MIR1225,3,4,4,3,2,2
MIR1226,4,3,4,3,3,2
MIR1227,3,3,3,2,3,3
MIR1228,2,2,3,3,2,0
MIR1229,4,4,3,3,3,3
MIR122HG,0,0,0,0,0,0
MIR1231,0,0,0,0,0,0
MIR1233-1,0,1,0,0,0,3
MIR1233-2,0,1,0,0,0,3
MIR1234,0,0,0,1,0,0
MIR1236,3,0,2,2,2,3
MIR1237,2,2,3,3,0,3
MIR1238,1,1,3,1,0,1
MIR124-1,0,0,0,0,0,0
MIR124-1HG,0,0,0,0,0,0
MIR124-2,0,0,0,0,0,0
MIR124-2HG,0,0,0,0,0,0
MIR124-3,0,0,0,0,0,0
MIR1243,0,0,0,0,0,0
MIR1244-1,2,2,2,2,2,2
MIR1244-2,37,28,37,42,62,54
MIR1244-3,1,2,2,0,2,2
MIR1244-4,0,2,0,0,2,0
MIR1245A,0,0,0,0,0,0
MIR1245B,0,0,0,0,0,0
MIR1246,0,0,0,0,0,0
MIR1247,3,0,2,3,0,1
MIR1248,2,2,2,2,2,2
MIR1249,3,3,3,1,3,3
MIR1250,0,0,0,0,0,0
MIR1251,0,0,0,0,0,0
MIR1252,0,0,0,0,0,0
MIR1253,0,0,0,0,0,0
MIR1255A,0,0,0,0,0,0
MIR1255B1,0,0,0,0,0,0
MIR1255B2,0,0,0,0,0,0
MIR1256,0,0,0,0,0,0
MIR1257,0,0,0,0,0,0
MIR1258,0,0,0,0,0,0
MIR125A,0,0,0,0,0,0
MIR125B1,0,0,0,0,0,0
MIR125B2,0,0,0,0,0,0
MIR126,0,0,0,0,0,1
MIR1260A,0,0,0,0,0,0
MIR1260B,0,0,0,0,0,0
MIR1261,0,0,0,0,0,0
MIR1262,0,0,0,0,0,0
MIR1263,0,0,0,0,0,0
MIR1264,0,0,0,0,0,0
MIR1265,0,0,0,0,0,0
MIR1266,0,0,0,0,0,0
MIR1267,0,0,0,0,0,0
MIR1268A,0,0,0,0,0,0
MIR1268B,0,0,0,0,0,0
MIR1269A,0,0,0,0,0,0
MIR1269B,0,0,0,0,0,0
MIR127,0,0,0,0,0,0
MIR1270,0,0,0,0,0,0
MIR1271,0,0,0,0,0,0
MIR1272,0,0,0,0,0,0
MIR1273C,0,0,0,0,0,0
MIR1273H,0,0,0,0,0,0
MIR1275,0,0,0,0,0,0
MIR1276,0,0,0,2,0,0
MIR1277,0,0,0,0,0,0
MIR1278,0,0,0,0,0,0
MIR1279,0,0,0,0,0,0
MIR128-1,0,0,0,0,0,0
MIR128-2,0,0,0,0,0,0
MIR1281,4,3,5,4,3,3
MIR1282,0,2,0,0,0,0
MIR1283-1,0,0,0,0,0,0
MIR1283-2,0,0,0,0,0,0
MIR1284,0,0,0,0,0,0
MIR1285-1,3,0,2,3,0,0
MIR1285-2,0,0,0,0,0,0
MIR1286,0,2,1,0,0,0
MIR1287,24,22,19,20,12,11
MIR1288,0,3,0,0,0,0
MIR1289-1,0,0,0,2,0,0
MIR1289-2,0,0,0,0,0,0
MIR129-1,0,0,0,0,0,0
MIR129-2,0,0,0,0,0,0
MIR1290,0,0,0,0,0,0
MIR1291,0,0,0,0,2,3
MIR1292,3,1,1,1,1,1
MIR1293,0,0,0,0,0,0
MIR1294,0,0,0,0,0,0
MIR1295A,0,0,0,0,0,0
MIR1295B,0,0,0,0,0,0
MIR1296,0,0,0,0,0,0
MIR1297,0,0,0,0,0,0
MIR1298,0,0,0,0,0,0
MIR1299,0,0,0,0,0,0
MIR1301,0,3,3,0,0,0
MIR1302-1,0,0,0,0,0,0
MIR1302-10,0,0,0,2,0,0
MIR1302-11,0,0,0,0,0,0
MIR1302-2,0,0,0,2,0,0
MIR1302-2HG,0,0,0,0,0,0
MIR1302-3,2,0,2,2,0,0
MIR1302-4,0,0,0,0,0,0
MIR1302-5,0,0,0,0,0,0
MIR1302-6,0,0,0,0,0,0
MIR1302-7,0,0,0,0,0,0
MIR1302-8,0,0,0,0,0,0
MIR1302-9,0,0,0,0,0,0
MIR1303,0,0,0,0,0,0
MIR1304,9,7,6,4,6,4
MIR1305,0,0,0,0,0,0
MIR1306,6,5,6,4,7,5
MIR1307,3,3,3,3,3,3
MIR130A,0,0,0,0,0,0
MIR130AHG,0,0,0,0,0,0
MIR130B,0,0,0,0,0,0
MIR132,0,0,0,0,0,0
MIR1321,0,0,0,0,0,0
MIR1322,0,0,0,0,0,0
MIR1323,0,0,0,0,0,0
MIR1324,0,1,0,2,0,0
MIR133A1,0,0,0,0,0,0
MIR133A1HG,0,0,3,2,0,0
MIR133A2,0,0,0,0,0,0
MIR133B,0,0,0,0,0,0
MIR134,0,0,0,0,0,0
MIR1343,0,0,0,0,0,0
MIR135A1,0,0,0,0,0,0
MIR135A2,0,1,0,0,0,0
MIR135B,4,3,2,0,0,0
MIR136,0,0,0,0,0,0
MIR137,0,0,0,0,0,0
MIR137HG,0,0,0,0,0,0
MIR138-1,0,0,0,0,0,0
MIR138-2,0,0,0,0,0,0
MIR139,0,0,0,0,0,0
MIR140,1,0,0,0,0,0
MIR141,7,5,4,7,4,6
MIR142,0,0,0,0,0,0
MIR142HG,2,0,0,0,0,0
MIR143,0,0,0,0,0,0
MIR144,0,0,0,0,0,0
MIR145,0,0,0,0,0,0
MIR1468,0,0,0,0,0,0
MIR1469,0,2,0,2,2,0
MIR146A,0,0,0,1,1,1
MIR146B,0,0,0,0,0,0
MIR1470,0,0,0,0,0,0
MIR1471,0,0,0,0,0,0
MIR147A,0,0,0,0,0,0
MIR147B,141,152,129,485,723,589
MIR148A,0,2,0,3,3,0
MIR148B,0,0,0,0,0,0
MIR149,0,3,0,3,0,0
MIR150,0,0,0,0,0,0
MIR151A,0,0,0,0,0,0
MIR151B,0,0,0,0,0,2
MIR152,1,0,0,0,0,0
MIR153-1,0,0,0,0,0,0
MIR153-2,0,0,0,0,0,0
MIR1537,0,0,0,0,0,0
MIR1538,0,2,0,0,0,0
MIR1539,0,0,0,0,0,2
MIR154,0,0,0,0,0,0
MIR155,0,0,0,0,0,0
MIR155HG,0,0,0,0,0,0
MIR1587,0,0,0,0,0,0
MIR15A,0,0,0,0,0,0
MIR15B,0,0,0,0,0,0
MIR16-1,0,0,0,0,0,0
MIR16-2,0,0,0,0,0,0
MIR17,0,0,0,0,0,0
MIR17HG,6,4,10,14,8,12
MIR181A1,0,0,0,0,0,0
MIR181A1HG,2,0,0,0,0,0
MIR181A2,0,3,0,0,0,0
MIR181A2HG,0,0,0,0,2,0
MIR181B1,0,0,0,3,0,0
MIR181B2,0,0,0,0,0,0
MIR181C,0,0,0,0,0,0
MIR181D,2,0,0,0,3,0
MIR182,3,0,0,0,0,3
MIR1825,2,2,2,2,2,2
MIR1827,0,0,0,0,0,0
MIR183,0,0,0,0,0,0
MIR184,0,0,0,0,0,0
MIR1843,0,0,0,2,0,0
MIR185,0,0,0,0,0,0
MIR186,5,3,3,4,5,4
MIR187,0,0,0,0,0,0
MIR188,0,0,0,0,0,0
MIR18A,0,0,0,0,0,0
MIR18B,0,0,0,0,0,0
MIR1908,0,0,0,3,3,0
MIR1909,4,4,3,1,3,3
MIR190A,0,0,0,0,0,0
MIR190B,0,0,0,0,0,0
MIR191,0,0,0,3,0,1
MIR1910,0,0,0,0,0,0
MIR1911,0,0,0,0,0,0
MIR1912,0,0,0,0,0,0
MIR1913,0,0,0,0,0,0
MIR1914,5,4,4,3,4,5
MIR1915,0,0,0,0,0,0
MIR1915HG,0,0,0,0,0,0
MIR192,3,5,3,3,3,3
MIR193A,3,0,0,0,0,0
MIR193B,0,0,0,0,0,0
MIR193BHG,26,16,11,13,30,23
MIR194-1,0,0,0,0,0,0
MIR194-2,3,3,3,3,4,3
MIR194-2HG,300,297,268,474,437,536
MIR195,0,0,0,0,0,0
MIR196A1,0,0,0,0,0,0
MIR196A2,0,0,0,0,0,0
MIR196B,0,0,0,0,0,0
MIR197,3,3,3,3,3,3
MIR1972-1,0,0,2,0,0,0
MIR1972-2,0,0,1,0,0,0
MIR1973,0,0,0,0,0,0
MIR1976,0,2,0,2,2,2
MIR198,2,2,2,2,2,2
MIR199A1,3,2,4,3,4,3
MIR199A2,0,0,0,0,0,0
MIR199B,0,0,0,3,0,0
MIR19A,0,0,0,0,0,0
MIR19B1,0,0,0,0,0,0
MIR19B2,0,0,0,0,0,0
MIR200A,19,18,21,12,15,13
MIR200B,19,9,13,10,6,11
MIR200C,3,0,3,3,3,1
MIR200CHG,152,102,107,109,147,133
MIR202,0,0,0,0,0,0
MIR202HG,0,0,0,0,0,0
MIR203A,1,0,1,1,1,1
MIR203B,0,0,0,0,0,0
MIR204,0,0,0,0,0,0
MIR205,0,0,0,0,0,0
MIR2052,0,0,0,0,0,0
MIR2052HG,0,0,0,0,0,0
MIR2053,0,0,0,0,0,0
MIR2054,0,0,0,0,0,0
MIR205HG,0,0,0,0,0,0
MIR206,0,0,0,0,0,0
MIR208A,0,0,0,0,0,0
MIR208B,0,0,0,0,0,0
MIR20A,0,0,0,0,0,0
MIR20B,0,0,0,0,0,0
MIR21,32,28,31,24,18,23
MIR210,34,28,26,28,24,25
MIR210HG,1138,984,980,857,981,893
MIR211,0,0,0,0,0,0
MIR2110,2,2,2,2,2,2
MIR2113,0,0,0,0,0,0
MIR2114,0,0,0,0,0,0
MIR2115,0,0,0,0,0,0
MIR2116,0,0,0,0,3,0
MIR2117,0,0,0,0,0,0
MIR2117HG,0,0,0,0,0,0
MIR212,0,0,0,0,0,0
MIR214,0,0,0,0,0,0
MIR215,0,0,0,0,0,0
MIR216A,0,0,0,0,0,0
MIR216B,0,0,0,0,0,0
MIR217,0,0,0,0,0,0
MIR217HG,0,0,0,0,0,0
MIR218-1,0,0,0,0,0,0
MIR218-2,0,0,0,0,0,0
MIR219A1,2,0,2,0,0,0
MIR219A2,0,0,0,0,0,0
MIR219A2HG,0,0,0,0,0,0
MIR219B,0,0,0,0,0,0
MIR22,16,11,12,10,6,10
MIR221,4,3,3,3,4,3
MIR222,0,0,3,0,3,0
MIR222HG,350,292,290,285,267,289
MIR223,0,0,0,0,0,0
MIR223HG,0,0,0,0,0,0
MIR224,4,3,3,4,4,3
MIR2276,0,0,0,0,0,0
MIR2277,6,7,5,5,7,7
MIR2278,0,0,0,0,0,0
MIR22HG,958,704,848,494,466,608
MIR2355,0,0,1,0,0,0
MIR2392,0,0,0,0,0,0
MIR23A,3,3,0,3,0,0
MIR23AHG,112,76,57,70,87,92
MIR23B,5,4,7,4,8,3
MIR23C,0,0,0,0,0,0
MIR24-1,5,7,5,5,4,8
MIR24-2,3,3,0,3,2,0
MIR2467,0,0,0,0,0,0
MIR25,8,9,9,11,9,11
MIR2681,0,0,0,0,0,0
MIR2682,0,0,0,0,0,0
MIR26A1,0,1,0,0,2,0
MIR26A2,0,3,4,3,3,0
MIR26B,3,3,3,0,0,3
MIR27A,3,3,0,3,0,0
MIR27B,10,6,8,6,5,6
MIR28,0,0,0,3,0,0
MIR2861,8,5,6,5,6,6
MIR2909,0,0,0,0,0,0
MIR296,3,0,3,3,0,0
MIR297,0,0,0,0,0,0
MIR298,2,0,2,2,0,0
MIR299,0,0,0,0,0,0
MIR29A,0,3,0,0,3,0
MIR29B1,0,0,0,0,0,0
MIR29B2,9,8,7,10,12,11
MIR29B2CHG,69,71,57,89,121,96
MIR29C,28,21,22,36,37,38
MIR300,0,0,0,0,0,0
MIR301A,0,0,0,0,0,0
MIR301B,0,0,0,0,0,0
MIR302A,0,0,0,0,0,0
MIR302B,0,0,3,3,3,0
MIR302C,0,0,3,3,3,0
MIR302CHG,1,0,2,2,2,0
MIR302D,0,0,0,0,3,0
MIR302E,0,0,0,0,0,0
MIR302F,0,0,0,0,0,0
MIR3059,0,0,0,0,0,0
MIR3064,363,269,333,317,298,311
MIR3065,0,0,0,0,0,0
MIR3074,0,0,0,0,0,0
MIR3085,0,0,0,0,0,0
MIR30A,0,0,0,0,0,0
MIR30B,0,0,0,0,0,0
MIR30C1,0,0,0,0,0,0
MIR30C2,3,3,3,0,0,3
MIR30D,0,0,0,0,0,0
MIR30E,0,0,0,0,0,0
MIR31,1,0,1,3,3,3
MIR3115,0,0,0,0,0,0
MIR3116-1,0,0,0,0,0,0
